deliveryDate,OrderQuantity
2022-06-03,14
2023-01-10,15
2022-05-24,21
2023-11-10,18
2023-05-10,15
2022-12-29,18
2023-04-03,23
2024-01-01,17
2024-01-24,21
2022-05-17,18
2023-05-22,11
2023-02-01,19
2022-05-17,14
2023-05-23,14
2024-09-26,19
2024-08-01,22
2022-02-16,18
2024-02-02,15
2022-12-30,19
2024-12-25,18
2022-06-03,21
2023-11-07,17
2022-12-16,19
2024-07-02,15
2024-03-04,18
2023-10-24,13
2023-06-02,11
2023-01-05,16
2024-08-08,17
2022-09-25,18
2023-12-14,21
2023-05-25,18
2022-12-17,19
2024-09-17,19
2022-11-07,22
2023-05-02,17
2024-04-09,19
2024-01-29,17
2024-04-23,22
2022-03-22,20
2023-12-11,21
2024-08-08,16
2022-07-16,13
2023-04-28,19
2023-03-29,17
2023-10-17,20
2025-01-06,24
2022-12-23,18
2025-01-22,17
2022-06-29,17
2024-10-15,18
2023-08-23,15
2022-02-17,17
2022-12-24,16
2024-08-27,22
2022-04-20,20
2022-06-13,23
2024-03-04,17
2023-04-11,18
2024-07-22,20
2025-02-05,20
2023-04-19,20
2023-06-22,11
2024-05-20,18
2023-02-23,18
2023-11-17,15
2023-11-24,19
2023-01-18,20
2024-06-11,21
2022-06-27,19
2024-12-09,21
2023-01-26,14
2024-11-18,20
2024-11-25,16
2024-02-24,24
2024-09-11,17
2023-09-30,15
2023-11-27,19
2023-10-05,14
2023-04-19,17
2023-08-31,16
2023-11-27,18
2024-09-12,22
2024-06-11,20
2023-08-03,18
2022-09-22,18
2024-02-19,18
2024-04-10,22
2024-10-24,18
2023-12-28,21
2023-07-14,20
2022-04-05,20
2022-06-13,23
2022-11-07,18
2023-06-16,15
2024-01-25,15
2023-04-20,21
2024-08-01,21
2023-10-17,21
2022-12-22,18
2024-02-02,22
2022-02-24,17
2024-08-23,18
2024-02-05,18
2024-09-12,21
2023-06-23,19
2022-11-29,13
2022-08-03,13
2023-07-13,21
2022-05-26,14
2022-05-02,12
2023-02-16,21
2023-05-20,19
2022-11-10,17
2023-12-12,22
2025-01-01,22
2022-10-26,23
2023-09-25,17
2024-11-29,20
2024-03-27,23
2024-03-15,22
2025-01-09,14
2023-05-11,22
2023-10-23,21
2022-05-05,14
2024-01-25,18
2022-05-03,18
2023-01-24,19
2024-11-18,14
2023-01-03,18
2023-06-08,21
2022-12-05,14
2022-09-19,20
2022-06-13,18
2022-09-28,23
2022-09-27,15
2024-12-13,19
2022-05-30,18
2022-01-21,22
2022-09-09,20
2023-10-09,19
2022-03-04,25
2022-12-06,15
2024-05-08,19
2024-04-08,19
2022-11-03,20
2024-12-04,21
2023-01-10,15
2022-07-19,18
2024-05-02,15
2024-09-06,19
2022-12-09,21
2023-06-07,21
2022-03-25,16
2022-03-23,17
2022-08-10,20
2025-01-23,21
2022-11-20,20
2023-08-10,20
2023-06-02,21
2024-02-20,22
2024-09-26,15
2023-05-01,20
2022-06-27,21
2024-06-25,21
2023-12-21,17
2022-06-13,15
2023-10-19,18
2024-08-05,18
2024-03-08,21
2024-05-27,15
2022-04-21,16
2023-05-19,16
2023-04-21,19
2022-10-03,15
2023-04-04,16
2023-12-01,22
2023-01-17,16
2024-11-26,15
2024-04-02,14
2024-07-25,21
2023-07-21,14
2022-09-05,18
2022-07-20,14
2023-04-05,14
2024-10-10,15
2022-03-24,24
2023-06-09,13
2023-06-15,23
2023-12-19,17
2024-11-06,21
2024-12-24,18
2025-01-13,18
2025-01-10,21
2024-05-31,14
2023-03-01,23
2022-06-21,19
2024-07-25,16
2022-06-14,13
2023-08-09,18
2022-10-18,13
2022-03-11,14
2022-05-20,12
2022-09-16,16
2024-04-23,15
2024-05-31,12
2024-05-14,15
2023-05-22,17
2023-08-29,22
2023-08-15,17
2022-08-31,14
2024-11-28,22
2022-12-24,19
2024-10-28,19
2022-04-20,17
2023-03-03,15
2024-04-09,20
2024-02-07,22
2024-03-18,19
2024-11-28,19
2024-10-02,19
2022-03-17,17
2024-10-09,21
2024-03-01,20
2022-10-12,24
2023-12-28,13
2024-01-10,14
2024-04-26,19
2024-02-13,21
2022-06-29,18
2023-07-06,15
2023-11-09,9
2022-11-08,20
2023-03-16,14
2024-11-25,14
2024-04-01,16
2023-06-06,16
2022-07-29,14
2024-08-19,16
2023-01-23,16
2023-01-03,19
2022-03-18,16
2024-10-25,17
2023-02-10,14
2022-02-01,18
2022-08-12,18
2024-05-30,20
2023-04-28,14
2024-11-11,16
2023-12-14,23
2024-02-20,17
2023-06-07,21
2025-01-28,19
2024-11-01,18
2024-06-14,19
2024-12-03,17
2022-12-14,21
2022-08-19,18
2022-04-25,25
2022-02-23,13
2022-12-05,13
2024-11-12,17
2023-02-16,20
2024-12-02,20
2022-04-26,18
2025-01-16,13
2022-07-31,17
2024-07-05,15
2022-05-11,19
2023-01-17,25
2023-01-02,17
2023-12-18,19
2022-10-20,17
2022-01-28,15
2024-04-10,14
2024-08-21,15
2022-03-10,16
2024-03-19,15
2022-06-17,17
2022-02-23,19
2022-10-03,19
2023-08-03,16
2025-01-13,23
2022-12-12,18
2023-12-29,18
2023-10-20,16
2023-04-25,21
2022-05-13,19
2024-04-18,22
2023-01-03,17
2024-07-02,17
2024-08-07,24
2022-07-26,18
2022-11-08,16
2022-07-15,18
2024-11-26,14
2024-10-24,22
2025-01-09,15
2024-08-02,19
2023-03-09,20
2023-07-07,17
2023-06-02,17
2022-06-10,18
2023-06-09,16
2022-02-28,18
2022-03-04,22
2022-12-06,22
2023-08-14,19
2023-07-11,18
2022-11-16,23
2023-03-07,20
2024-06-07,18
2022-07-27,19
2022-09-29,19
2024-02-07,21
2023-05-03,13
2023-09-21,22
2025-01-08,19
2022-03-17,18
2023-05-11,13
2022-05-23,20
2024-04-23,17
2022-02-08,17
2024-01-26,24
2024-02-23,24
2023-12-29,22
2024-03-12,18
2024-06-25,21
2024-01-10,20
2023-02-27,18
2023-10-03,16
2023-12-14,15
2022-08-04,21
2022-12-19,17
2025-01-13,27
2025-01-20,15
2023-05-16,16
2022-06-13,22
2022-03-08,19
2024-12-09,13
2024-05-09,17
2022-05-06,12
2024-08-21,22
2024-02-06,18
2022-12-23,12
2022-01-19,16
2024-11-27,23
2024-03-20,13
2022-06-13,18
2024-05-02,21
2023-12-20,17
2023-04-21,19
2023-09-25,19
2022-01-26,19
2023-05-02,17
2022-11-24,19
2023-03-24,20
2023-10-21,17
2024-03-11,16
2024-04-19,21
2023-03-01,21
2023-07-05,22
2023-01-10,19
2022-03-09,19
2023-08-31,16
2024-02-05,14
2024-09-02,14
2023-02-14,18
2022-09-29,18
2022-03-31,21
2022-12-27,16
2022-09-22,17
2023-07-31,17
2024-10-24,19
2024-08-22,17
2023-09-25,19
2023-05-18,22
2022-03-08,12
2024-02-27,20
2022-09-20,17
2022-06-01,21
2025-01-03,18
2024-01-12,18
2022-02-17,19
2022-12-27,16
2023-11-17,14
2023-03-03,17
2024-12-26,17
2022-09-15,20
2022-10-02,15
2022-09-15,17
2024-02-20,19
2023-03-21,16
2024-10-28,16
2023-11-29,23
2022-10-12,16
2024-09-27,14
2022-04-14,21
2024-11-12,18
2023-05-04,21
2023-12-05,15
2022-09-28,12
2024-01-11,17
2022-10-20,24
2024-03-21,22
2023-10-04,22
2024-07-03,14
2023-08-30,20
2023-03-14,17
2024-09-11,18
2024-08-19,17
2022-04-12,21
2023-03-16,13
2022-03-01,15
2022-12-14,25
2023-05-05,13
2023-12-26,19
2023-07-12,15
2024-10-01,16
2023-01-27,18
2023-07-06,21
2022-10-04,16
2022-11-08,23
2024-09-06,16
2022-10-06,17
2023-05-12,17
2024-09-09,21
2023-09-19,20
2023-11-13,14
2023-06-29,24
2023-09-05,14
2024-01-30,18
2024-01-29,20
2023-08-14,20
2022-12-12,21
2023-12-14,19
2023-05-12,18
2023-05-22,21
2024-06-06,17
2023-12-20,19
2024-01-19,18
2024-09-06,17
2024-08-27,20
2024-08-08,12
2024-09-23,20
2022-09-12,18
2023-09-28,13
2022-06-29,14
2024-07-23,14
2022-04-01,16
2022-08-17,16
2024-01-16,17
2024-09-05,17
2024-04-12,20
2024-10-04,18
2022-08-08,19
2022-03-09,17
2024-01-29,18
2023-03-09,16
2023-05-23,21
2023-05-16,16
2024-02-07,15
2022-05-09,15
2023-03-22,18
2022-09-20,16
2023-08-18,18
2024-07-12,20
2024-04-01,17
2022-09-30,21
2023-07-11,20
2023-12-06,20
2022-03-11,19
2024-03-07,21
2024-01-26,15
2023-02-03,14
2022-04-15,22
2022-08-16,22
2023-12-04,21
2023-03-22,18
2023-01-18,16
2024-01-22,17
2022-09-30,22
2023-09-05,16
2023-02-16,20
2023-10-26,14
2023-12-04,19
2024-08-13,24
2022-06-22,15
2022-08-07,18
2024-01-01,21
2023-10-23,15
2023-08-22,15
2024-06-19,24
2023-06-01,24
2023-12-15,15
2023-11-16,17
2023-04-28,14
2024-08-01,21
2023-07-28,20
2024-03-11,19
2022-06-07,14
2024-03-19,18
2024-09-09,19
2024-05-03,18
2022-10-18,16
2024-12-25,19
2022-06-01,15
2024-02-22,22
2022-07-18,16
2024-05-13,16
2022-06-21,16
2022-05-13,16
2022-09-06,20
2022-10-13,15
2022-03-31,18
2024-07-02,21
2025-01-22,24
2022-05-13,16
2022-12-09,21
2022-08-24,21
2023-01-20,21
2024-01-10,18
2024-09-18,20
2024-04-23,15
2022-06-21,18
2024-12-19,14
2023-05-17,20
2022-07-05,13
2024-02-21,21
2023-09-18,22
2024-07-04,24
2024-11-07,18
2025-01-15,16
2023-06-19,19
2024-11-06,17
2022-10-18,18
2023-05-03,15
2023-06-06,23
2023-10-02,20
2024-02-26,22
2022-05-25,16
2024-09-26,14
2022-11-04,18
2022-12-14,13
2023-09-25,15
2022-09-21,17
2023-02-23,22
2024-06-05,22
2022-03-21,20
2024-06-19,18
2023-08-30,20
2024-10-30,21
2024-06-05,22
2022-01-28,20
2025-01-23,17
2024-12-23,16
2023-07-31,19
2024-10-21,15
2024-10-14,18
2022-11-16,22
2022-04-07,13
2023-07-05,20
2023-12-15,23
2023-07-24,18
2023-08-11,19
2023-11-29,17
2024-04-11,17
2024-11-21,21
2022-06-17,18
2022-04-19,16
2022-12-09,16
2023-02-23,17
2024-05-24,21
2023-12-08,16
2022-12-07,14
2023-03-24,18
2025-01-06,14
2024-04-10,16
2023-01-18,16
2023-05-12,16
2024-07-26,18
2023-09-11,15
2024-03-01,22
2023-11-03,23
2024-02-23,22
2024-04-25,15
2022-05-24,18
2023-08-07,22
2024-09-05,14
2023-08-30,18
2023-04-26,20
2024-02-14,17
2022-07-14,13
2025-01-02,19
2023-08-28,20
2022-07-22,16
2023-11-29,22
2024-04-12,14
2023-02-21,20
2023-03-20,16
2023-06-02,25
2022-04-28,15
2022-09-16,11
2024-01-12,13
2024-10-16,20
2024-03-30,21
2024-07-25,21
2022-05-17,17
2024-10-14,21
2022-09-24,18
2022-02-15,16
2022-07-04,25
2023-01-31,18
2024-05-24,22
2022-11-04,26
2023-02-28,19
2024-08-06,18
2022-08-04,15
2022-02-09,19
2024-11-15,20
2023-04-28,14
2024-12-10,19
2023-05-17,17
2023-07-19,19
2023-04-20,15
2023-03-14,22
2023-09-20,21
2024-11-14,17
2023-08-04,19
2024-04-19,20
2024-06-03,13
2024-12-30,19
2024-07-22,20
2022-09-09,14
2024-01-17,18
2022-10-03,21
2023-10-04,19
2023-01-04,14
2023-01-17,15
2022-10-20,20
2024-12-11,19
2023-09-12,21
2023-07-03,25
2024-09-06,21
2022-10-15,18
2022-10-24,15
2023-06-13,17
2024-01-23,18
2022-12-23,20
2023-08-09,20
2024-04-30,18
2022-12-08,12
2022-02-15,13
2023-07-12,18
2023-08-28,24
2022-06-15,15
2023-08-21,22
2025-01-13,19
2022-07-28,16
2024-12-12,22
2024-05-03,15
2023-08-29,19
2023-09-11,20
2023-06-01,24
2023-06-26,17
2023-09-20,19
2023-08-30,23
2023-12-05,14
2022-11-08,19
2023-02-27,16
2024-01-19,16
2025-01-01,16
2022-04-26,14
2023-09-11,19
2023-08-23,19
2023-10-04,16
2024-08-22,19
2025-01-23,22
2024-12-25,16
2022-08-19,23
2024-06-11,25
2024-09-17,24
2023-12-06,16
2023-03-28,14
2023-05-05,20
2023-02-03,18
2023-10-18,18
2022-10-21,13
2023-04-18,18
2023-07-11,16
2024-11-05,18
2024-08-22,18
2022-06-02,24
2023-08-15,19
2022-11-29,16
2025-01-01,20
2024-01-19,21
2023-08-09,16
2022-05-06,15
2024-02-26,20
2023-03-21,17
2023-09-11,21
2023-11-16,16
2022-08-29,18
2023-09-05,19
2024-01-18,19
2024-02-23,16
2024-04-04,23
2022-11-24,11
2023-10-03,12
2024-02-21,14
2023-10-27,19
2023-12-26,17
2023-01-17,18
2024-11-12,25
2022-08-17,16
2023-04-11,19
2022-09-06,25
2023-11-13,15
2024-06-25,19
2022-05-24,18
2022-02-07,18
2022-12-06,16
2022-06-13,25
2024-04-25,17
2023-08-14,22
2024-10-07,21
2024-10-17,14
2022-11-07,16
2023-07-06,23
2023-12-19,19
2023-01-27,19
2023-11-24,22
2022-11-08,24
2024-10-16,22
2023-07-27,17
2022-03-21,15
2023-08-21,19
2023-08-02,15
2022-12-19,15
2024-10-30,20
2024-03-26,15
2022-05-09,16
2023-01-06,18
2024-11-11,19
2022-06-24,13
2023-12-04,15
2023-11-21,17
2022-11-15,16
2024-06-07,21
2024-06-28,12
2022-10-13,17
2022-06-08,17
2024-08-28,19
2024-04-11,14
2024-03-04,17
2025-01-13,14
2022-07-01,17
2022-02-09,21
2024-01-22,16
2024-11-28,23
2022-02-10,13
2023-11-08,17
2023-09-01,19
2024-03-28,19
2023-08-16,16
2023-10-10,17
2024-02-09,20
2022-05-30,16
2023-07-07,22
2024-08-26,14
2022-11-02,18
2024-05-24,17
2023-01-10,16
2022-05-18,22
2022-05-03,17
2022-05-11,18
2023-05-08,22
2024-07-18,18
2023-08-01,16
2023-02-21,15
2023-01-26,18
2024-02-02,17
2023-10-25,21
2022-04-06,17
2022-09-09,18
2024-11-13,16
2023-12-25,14
2023-06-09,19
2024-12-08,17
2023-02-20,18
2023-08-31,17
2023-12-04,18
2022-06-23,23
2023-11-30,17
2022-08-26,15
2025-01-30,22
2022-04-05,20
2022-09-14,12
2024-09-19,23
2024-03-13,13
2022-07-22,20
2022-05-16,13
2023-12-20,19
2022-10-05,16
2024-02-02,12
2023-04-04,20
2023-09-04,16
2023-11-24,15
2022-07-12,21
2022-03-10,16
2024-11-25,18
2024-02-10,16
2024-09-20,16
2023-12-22,22
2023-01-31,17
2023-02-15,19
2024-05-14,15
2023-02-15,19
2024-06-18,18
2023-02-16,19
2024-02-19,25
2023-04-26,17
2023-07-18,15
2023-02-13,12
2024-02-02,17
2023-06-29,16
2022-10-27,15
2022-05-06,22
2024-08-06,15
2024-12-19,17
2023-04-04,16
2023-08-11,14
2024-07-02,15
2024-11-01,15
2023-10-30,19
2023-05-29,15
2023-09-11,20
2023-03-01,23
2024-10-17,8
2023-05-22,19
2022-07-14,19
2022-12-29,20
2023-09-14,17
2022-05-24,20
2024-12-25,16
2024-08-01,22
2022-04-27,17
2022-08-10,18
2024-05-20,21
2023-04-05,13
2024-11-27,18
2024-08-29,18
2024-02-05,20
2024-05-09,17
2023-02-15,16
2023-07-21,15
2023-02-01,20
2024-01-27,23
2022-06-30,22
2023-04-13,23
2023-08-09,18
2023-06-13,17
2023-08-14,21
2024-05-06,15
2022-11-07,19
2023-01-06,17
2025-01-21,15
2023-08-08,18
2022-09-12,20
2023-01-20,22
2023-09-04,23
2023-08-15,19
2022-03-23,19
2025-01-10,17
2023-09-12,25
2023-06-19,19
2024-08-31,18
2023-02-10,20
2022-04-18,10
2024-06-06,19
2023-12-12,19
2024-05-16,19
2022-11-14,17
2022-04-15,15
2024-06-05,12
2024-05-29,20
2023-10-26,17
2023-02-07,16
2024-12-31,15
2023-08-16,13
2022-03-24,18
2023-03-24,17
2024-10-28,16
2022-02-17,18
2024-07-22,19
2023-05-25,16
2024-06-25,19
2023-08-01,18
2023-02-27,20
2023-10-03,18
2024-09-06,15
2024-08-07,16
2023-08-07,18
2022-09-22,15
2022-10-18,11
2022-05-12,16
2024-08-09,20
2024-03-27,16
2023-06-14,16
2022-12-27,14
2023-07-25,14
2024-12-16,17
2024-07-12,20
2023-08-22,16
2024-08-14,16
2024-03-13,20
2023-04-21,19
2022-03-17,22
2022-12-01,14
2024-04-24,20
2024-08-02,20
2023-11-03,20
2024-12-06,20
2024-05-24,21
2023-12-07,19
2023-09-29,13
2022-10-27,20
2022-11-08,20
2024-04-16,20
2022-04-21,21
2023-01-20,15
2022-07-26,17
2023-04-26,23
2023-12-09,15
2023-10-31,20
2024-03-13,17
2022-07-18,13
2023-10-09,18
2024-07-05,10
2022-08-30,16
2023-03-08,14
2024-03-22,16
2022-02-21,16
2024-03-26,25
2023-04-10,20
2023-12-05,14
2024-06-10,20
2022-05-05,15
2022-04-27,15
2023-12-28,20
2024-06-10,20
2024-09-09,19
2023-10-05,22
2024-03-13,24
2024-02-15,17
2022-06-10,15
2023-07-03,17
2024-01-17,14
2023-06-15,19
2022-07-04,17
2022-12-30,16
2022-05-27,17
2024-11-25,23
2024-04-09,20
2023-09-11,21
2023-01-20,16
2023-02-20,19
2023-01-17,13
2024-06-11,16
2022-07-01,17
2022-06-20,21
2022-04-05,20
2023-08-02,19
2024-03-29,14
2023-12-26,21
2024-05-23,20
2023-02-14,18
2024-11-28,19
2023-03-28,21
2022-07-20,19
2022-09-18,20
2022-07-01,20
2025-01-14,14
2022-02-25,21
2024-07-26,18
2022-11-02,20
2024-08-14,19
2025-01-28,17
2023-07-11,14
2022-12-30,9
2024-05-13,19
2023-09-12,20
2024-02-13,18
2022-08-02,16
2024-02-27,17
2022-03-16,18
2024-06-20,15
2023-04-26,14
2024-11-13,12
2022-04-04,17
2023-11-24,16
2024-12-10,19
2023-08-10,20
2024-01-28,20
2024-09-16,20
2024-03-11,19
2023-03-22,16
2023-05-16,17
2022-09-08,15
2022-02-09,20
2023-01-11,16
2023-01-31,20
2023-03-06,17
2024-12-25,16
2025-01-16,19
2025-02-06,20
2023-08-23,18
2022-05-25,16
2024-04-25,18
2023-09-20,19
2023-09-06,20
2023-05-26,19
2022-06-07,18
2023-05-05,18
2024-03-01,16
2022-04-20,17
2022-04-22,19
2023-01-24,13
2022-07-05,19
2022-02-17,16
2022-07-25,17
2023-10-17,17
2024-11-01,18
2022-04-11,21
2023-03-28,17
2024-06-24,19
2024-12-27,20
2024-12-18,21
2024-05-01,14
2022-07-01,14
2022-10-20,20
2023-06-23,20
2022-05-10,16
2023-03-09,20
2023-06-07,19
2022-02-23,22
2023-05-05,17
2024-04-22,20
2024-07-15,20
2022-02-23,14
2025-01-07,16
2022-06-30,15
2022-09-15,15
2023-08-30,25
2024-06-18,21
2024-08-16,22
2023-11-27,16
2022-09-14,22
2023-12-06,14
2024-02-14,22
2023-06-07,15
2022-10-21,17
2022-08-03,18
2022-09-02,18
2023-01-30,23
2023-05-09,20
2023-03-28,19
2024-04-15,17
2023-07-05,17
2022-02-17,17
2024-07-29,20
2024-07-02,17
2022-11-24,19
2024-07-18,17
2025-01-03,18
2022-04-25,20
2024-02-12,20
2022-08-09,14
2024-05-14,15
2024-02-16,20
2024-04-29,16
2023-03-20,19
2023-03-22,18
2022-11-25,17
2022-04-25,16
2025-01-16,18
2024-07-03,17
2024-03-04,20
2024-12-26,16
2023-08-09,20
2022-09-13,19
2022-03-31,17
2024-01-12,22
2024-02-15,15
2023-11-23,19
2023-08-23,23
2024-04-04,20
2024-01-12,20
2023-06-12,11
2023-02-10,16
2023-02-08,16
2022-10-17,20
2022-04-27,22
2023-09-07,22
2023-08-23,17
2022-05-25,18
2023-10-09,13
2024-01-11,18
2024-08-20,21
2023-04-12,23
2023-09-19,16
2023-09-08,15
2022-06-29,16
2024-12-25,15
2022-04-28,17
2023-10-04,19
2023-02-06,14
2024-11-04,18
2022-03-11,20
2022-09-30,17
2023-11-16,16
2022-06-17,22
2023-06-15,14
2024-06-21,22
2024-04-15,18
2022-05-20,20
2022-02-15,16
2024-05-15,21
2022-08-18,18
2024-07-02,24
2024-11-21,19
2024-04-17,14
2023-07-07,21
2023-08-09,9
2025-01-30,21
2022-11-08,21
2023-04-26,20
2024-06-05,21
2022-05-12,20
2022-11-08,17
2024-09-11,17
2023-03-29,21
2024-11-18,16
2024-03-28,17
2024-05-14,18
2024-07-26,17
2023-05-31,18
2024-07-04,20
2022-04-07,15
2023-05-16,18
2022-11-14,15
2024-02-22,19
2023-01-19,10
2024-01-23,19
2023-02-27,16
2022-05-24,21
2022-06-21,18
2024-07-12,18
2023-05-01,12
2022-03-02,19
2024-06-17,21
2022-10-29,20
2022-12-14,15
2022-11-30,15
2024-08-13,18
2024-11-06,16
2023-04-14,16
2024-01-01,21
2022-10-04,16
2024-05-14,15
2023-09-19,13
2024-06-05,19
2023-09-29,22
2023-10-10,20
2022-10-06,20
2024-06-13,20
2022-11-11,18
2024-08-22,13
2024-03-13,21
2023-03-08,16
2023-04-12,17
2024-02-19,12
2022-09-14,16
2022-03-11,17
2022-10-26,18
2022-05-04,19
2023-11-22,16
2022-08-02,16
2024-11-15,24
2023-06-20,18
2024-10-10,23
2024-03-21,18
2024-08-05,22
2024-11-27,15
2023-01-16,14
2022-09-24,18
2024-07-01,20
2023-08-03,22
2025-01-16,19
2024-03-01,19
2022-08-17,20
2022-07-29,16
2022-09-13,20
2023-05-12,17
2023-11-10,18
2022-06-30,14
2022-01-13,18
2024-05-30,13
2024-12-20,22
2023-12-14,18
2024-10-23,16
2022-03-02,19
2023-01-04,21
2024-01-25,15
2024-08-21,20
2022-07-15,21
2023-09-11,17
2023-01-27,16
2024-06-10,10
2024-08-08,18
2022-01-15,21
2024-10-29,12
2024-05-06,15
2022-08-11,16
2023-10-04,23
2023-02-13,11
2024-07-08,15
2024-06-04,18
2024-06-24,23
2024-06-05,21
2023-10-23,23
2022-06-24,21
2024-07-02,18
2023-06-15,18
2023-03-24,18
2023-12-12,14
2024-02-21,19
2023-01-19,20
2024-02-07,18
2024-08-29,20
2023-04-07,20
2024-10-18,20
2022-11-21,20
2024-06-10,18
2022-08-22,10
2024-07-03,19
2023-01-09,21
2023-11-09,20
2025-01-01,18
2024-10-29,15
2022-02-10,14
2024-02-23,15
2022-12-09,20
2022-07-22,16
2022-06-07,16
2023-02-09,18
2023-11-29,18
2023-11-23,14
2024-05-15,15
2023-03-13,19
2024-03-14,18
2024-06-05,20
2023-03-07,18
2024-11-01,13
2024-04-20,19
2025-02-04,17
2024-12-16,22
2022-06-08,23
2022-12-19,21
2023-10-18,20
2023-10-30,16
2024-09-05,16
2022-04-15,19
2024-06-06,19
2024-04-30,20
2023-01-03,16
2024-12-30,20
2024-07-23,14
2024-07-04,22
2022-05-11,23
2022-08-01,15
2024-12-02,17
2023-09-11,18
2022-05-23,11
2022-05-24,16
2024-05-03,22
2024-07-10,15
2023-06-21,19
2022-08-17,22
2022-01-24,18
2024-05-30,24
2022-02-15,19
2024-03-04,12
2022-04-13,19
2023-11-06,19
2022-06-17,18
2023-09-14,9
2023-04-18,18
2024-03-27,17
2023-03-15,16
2024-12-18,18
2024-04-17,17
2023-04-25,16
2023-11-29,24
2022-05-04,22
2022-04-04,14
2023-09-11,18
2023-04-12,18
2024-12-13,14
2022-03-28,19
2023-05-10,15
2023-05-15,18
2025-01-22,13
2022-11-13,17
2023-02-13,15
2023-10-13,21
2024-02-07,17
2022-05-11,12
2024-07-06,10
2022-07-13,19
2022-05-10,19
2024-03-12,18
2024-10-10,20
2023-10-04,20
2022-11-30,15
2023-05-10,21
2024-05-13,17
2022-04-22,18
2022-11-15,22
2022-04-19,17
2024-11-28,18
2024-01-24,15
2022-04-26,9
2023-04-12,21
2023-12-11,17
2024-01-02,16
2024-01-24,21
2022-02-15,18
2024-02-23,14
2024-09-16,13
2022-07-21,20
2022-07-05,17
2022-06-15,18
2024-03-08,15
2023-01-23,18
2024-10-23,15
2024-09-12,16
2023-07-20,19
2024-06-04,20
2023-09-15,20
2023-07-19,22
2023-08-29,20
2022-09-16,18
2022-04-29,14
2023-10-13,20
2024-03-04,16
2022-06-24,18
2022-03-28,18
2022-11-04,14
2022-12-22,21
2023-10-30,10
2025-01-24,13
2024-02-19,17
2022-11-14,13
2022-04-14,18
2024-05-15,17
2024-02-20,16
2023-08-18,16
2022-04-12,13
2022-05-28,21
2023-05-04,17
2022-02-10,18
2022-09-15,15
2023-08-02,16
2022-06-14,19
2023-11-28,15
2023-12-04,15
2024-09-30,21
2024-03-05,17
2023-06-26,19
2023-10-26,13
2024-06-24,19
2024-01-23,17
2024-10-25,19
2022-07-14,18
2024-09-20,19
2024-01-03,18
2022-04-14,18
2024-05-14,17
2023-02-06,20
2024-03-05,15
2022-07-07,14
2022-07-08,21
2022-03-29,17
2023-09-11,16
2022-12-07,20
2023-01-26,20
2022-05-18,18
2022-07-27,13
2022-10-03,16
2023-06-06,17
2024-11-08,17
2024-12-31,17
2024-05-31,19
2024-10-03,18
2024-12-16,17
2022-08-08,17
2022-12-02,17
2022-03-04,23
2024-02-19,18
2024-02-15,20
2022-02-17,14
2024-12-12,23
2024-09-13,22
2022-02-17,14
2022-06-14,19
2024-03-20,9
2024-12-05,21
2022-06-06,21
2024-05-13,18
2022-11-24,17
2024-02-17,20
2023-04-07,16
2024-12-09,18
2022-08-12,19
2022-08-25,22
2022-10-03,22
2023-05-04,18
2024-01-29,21
2022-12-14,23
2025-01-17,16
2023-07-03,19
2023-08-14,14
2024-08-12,17
2022-04-22,16
2022-05-03,17
2024-04-02,18
2024-05-29,19
2024-04-09,17
2024-08-05,16
2023-02-23,15
2022-04-04,12
2023-12-25,15
2022-10-24,17
2024-06-12,24
2024-04-29,19
2024-06-03,20
2022-09-23,14
2022-09-02,15
2023-04-18,18
2024-06-20,19
2023-03-09,21
2023-05-12,22
2023-09-07,18
2023-08-23,20
2023-10-25,21
2022-08-07,17
2023-07-04,22
2024-10-04,20
2024-05-08,19
2023-02-02,21
2024-04-26,26
2024-07-23,24
2024-11-09,14
2024-05-24,21
2022-12-27,21
2024-02-15,21
2023-12-14,18
2023-07-27,17
2022-08-15,14
2023-01-23,18
2024-10-17,13
2023-08-14,20
2023-06-27,15
2023-02-22,19
2025-01-16,18
2022-05-20,13
2024-11-30,18
2024-02-09,18
2024-02-27,19
2024-08-02,19
2023-01-13,20
2024-03-18,22
2022-03-11,17
2022-03-30,18
2024-06-26,18
2024-06-09,19
2024-05-03,19
2023-06-23,20
2022-12-26,20
2024-05-21,17
2023-05-30,15
2022-11-15,14
2023-06-13,15
2024-09-30,23
2022-10-19,16
2023-02-16,15
2024-10-29,24
2023-09-29,21
2022-12-15,16
2022-11-02,17
2023-01-11,22
2024-11-18,19
2024-08-08,18
2022-03-10,19
2022-09-27,15
2024-01-04,18
2023-10-27,16
2022-06-10,21
2022-03-21,14
2024-01-29,16
2024-04-19,23
2023-10-18,15
2023-12-26,22
2023-01-19,14
2022-10-03,18
2022-12-21,23
2025-01-17,16
2022-04-20,17
2022-05-30,23
2022-11-28,20
2022-11-16,16
2024-03-15,17
2023-08-14,18
2023-01-25,21
2022-08-09,20
2025-01-07,25
2022-12-14,20
2024-10-15,17
2024-09-18,19
2022-05-09,20
2024-09-11,16
2022-10-07,18
2023-11-27,17
2024-11-05,15
2023-12-11,16
2022-01-11,18
2023-04-10,21
2023-07-04,18
2022-06-23,19
2023-06-08,23
2022-05-26,22
2024-05-29,18
2024-01-10,21
2023-06-02,23
2024-08-20,18
2024-07-08,19
2022-11-18,19
2024-05-29,16
2022-07-29,19
2024-03-22,21
2023-02-09,18
